Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Anis Zand Irani, Holly Gibbons, Wen Xing Teh","Immune checkpoint inhibitor-induced diabetes mellitus with nivolumab.",2023,"BMJ case reports","","","",747,"2023-04-11 18:38:36","Case Reports","10.1136/bcr-2022-253696","1757-790X","",16,4,,,0,0.00,0,3,1,"Immune checkpoint inhibitors (ICIs) have been increasingly used in the treatment of various advanced cancers; however, therapy can be complicated by immune-related adverse events (irAEs). We present the case of a man in his 40s, with metastatic melanoma treated with nivolumab immunotherapy who developed ICI-induced diabetes mellitus (ICI-DM). Hyperglycaemia in the absence of ketoacidosis was incidentally noted when he presented to the emergency department for review of an urticarial rash. Further testing, including haemoglobin A1c and C-peptide level, confirmed his presentation was most consistent with ICI-DM and he was commenced on appropriate diabetes treatment. This report aims to detail an atypical presentation of ICI-DM and to highlight the importance of clinician awareness in identifying this irAE in patients receiving ICIs.","",""
0,"Zhiyang Huang, Jianwei Zhou, Long Chen, Yibing Zhang","Metabolic Syndrome and Clinical Outcomes of Patients with Gastric Cancer: A Meta-Analysis.",2023,"Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme","","","",748,"2023-04-11 18:38:36","Journal Article","10.1055/a-2038-5830","1439-4286","",,,,,0,0.00,0,4,1,"Metabolic syndrome (MetS) is suggested to participate in the pathogenesis and progress of some cancers via inducing low-grade systemic inflammation. However, the influence of MetS on patients with gastric cancer (GC) remains not fully determined. A systematic review and meta-analysis was therefore performed to evaluate the influence of MetS on clinical outcomes of patients with GC. A search of PubMed, Embase, Web of Science, Wanfang, and CNKI retrieved relevant cohort studies from the inception of the databases to October 11, 2022. We pooled the results using a random-effects model that incorporates heterogeneity. In the meta-analysis, 6649 patients with GC were included, and all of them received gastrectomy. A total of 1248 (18.8%) patients had MetS at baseline. Pooled results showed that MetS was associated with higher risks of postoperative complications [risk ratio (RR): 2.41, 95% confidence interval (CI): 1.85 to 3.14, p<0.001; I2=55%], overall mortality (RR: 1.73, 95% CI: 1.85 to 3.14, p<0.001; I2=77%), and recurrence of GC (RR: 2.00, 95% CI: 1.10 to 3.63, p=0.02; I2=39%). Subgroup analyses showed similar results in prospective and retrospective cohort studies and in studies with MetS diagnosed with the Chinese Diabetes Society criteria and the National Cholesterol Education Program Adult Treatment Panel III criteria (p for subgroup difference all>0.05). In patients with GC after gastrectomy, MetS may be a predictor of high incidence of postoperative complications, cancer recurrence, and overall mortality.","",""
0,"Quanwei Li, Kai Zhang, Limin Hou, Jianzhao Liao, Hui Zhang, Qingyue Han, Jianying Guo, Ying Li, Lianmei Hu, Jiaqiang Pan, Wenlan Yu, Zhaoxin Tang","Endoplasmic reticulum stress contributes to pyroptosis through NF-κB/NLRP3 pathway in diabetic nephropathy.",2023,"Life sciences","","","",749,"2023-04-11 18:38:36","Journal Article","10.1016/j.lfs.2023.121656","1879-0631","",,,121656,,0,0.00,0,12,1,"Diabetic nephropathy (DN) is known as a major microvascular complication in type 1 diabetes. Endoplasmic reticulum (ER) stress and pyroptosis play a critical role in the pathological process of DN, but their mechanism in DN has been litter attention. Here, we firstly used large mammal beagles as DN model for 120 d to explored the mechanism of endoplasmic reticulum stress-mediated pyroptosis in DN. Meanwhile, 4-Phenylbutytic acid (4-PBA) and BYA 11-7082 were added in the MDCK (Madin-Daby canine kidney) cells by high glucose (HG) treatment. ER stress and pyroptosis related factors expression levels were analyzed by immunohistochemistry, immunofluorescence, western blotting, and quantitative real-time PCR assay. We identified that glomeruli atrophy, renal capsules were increased, and renal tubules thickened in diabetes. Masson and PAS staining resulted showed that the collagen fibers and glycogen were accumulated in kidney. Meanwhile, the ER stress and pyroptosis-related factors were significantly activated in vitro. Importantly, 4-PBA significantly inhibited the ER stress, which also alleviated the HG-induced pyroptosis in MDCK cells. Furthermore, BYA 11-7082 could reduce the expression levels of NLRP3 and GSDMD genes and proteins. These data provide evidence for ER stress contributes to pyroptosis through NF-κΒ/ΝLRP3 pathway in canine type 1 diabetic nephropathy.","",""
0,"Gonzalo-Martín Pérez-Arana, Alfredo Díaz Gómez, Alonso Camacho-Ramírez, Antonio Ribelles-García, David Almorza-Gomar, Manuel Gracia-Romero, Isabel Mateo-Gavira, María-Jesús Castro-Santiago, Juan Casar-García, José-Arturo Prada-Oliveira","Dual effect of RYGB on the entero-insular axis: how GLP-1 is enhanced by surgical duodenal exclusion.",2023,"Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft","","","",750,"2023-04-11 18:38:36","Journal Article","10.1016/j.aanat.2023.152094","1618-0402","",,,152094,,0,0.00,0,10,1,"The role of the ileum and Glucagon Like Peptide-1 (GLP-1) secretion in the pathophysiological processes underlying the effects of Roux-en-Y gastric bypass (RYGB) on type 2 Diabetes mellitus (T2DM) improvement has been previously determined. However, the roles of duodenal exclusion and Glucose Insulinotropic Peptide (GIP) secretion change is not clear. To clarify this aspect, we compared the pathophysiological mechanisms triggered by RYGB, which implies the early arrival of food to the ileum with duodenal exclusion, and through pre-duodenal ileal transposition (PdIT), with early arrival of food to the ileum but without duodenal exclusion, in a nondiabetic rodent model. We compared plasma and insulin, glucose (OGTT), GIP and GLP-1 plasma levels, ileal and duodenal GIP and GLP-1 tissue expression and beta-cell mass for n=12 Sham-operated, n=6 RYGB-operated, and n=6 PdIT-operated Wistar rats. No surgery induced changes in blood glucose levels after the OGTT. However, RYGB induced a significant and strong insulin response that increased less in PdIT animals. Increased beta-cell mass was found in RYGB and PdIT animals as well as similar GLP-1 secretion and GLP-1 intestinal expression. However, differential GIP secretion and GIP duodenal expression were found between RYGB and PdIT. The RYGB effect on glucose metabolism is mostly due to early ileal stimulation; however, duodenal exclusion potentiates the ileal response within RYGB effects through enhanced GIP secretion.","",""
0,"Jixuan Ma, Dankang Li, Junqing Xie, Yaohua Tian","Effects of residential greenness and genetic predisposition on hemoglobin A1c and type 2 diabetes: Gene-environment interaction analysis from a nationwide study.",2023,"Environmental research","","","",751,"2023-04-11 18:38:36","Journal Article","10.1016/j.envres.2023.115830","1096-0953","",,,115830,,0,0.00,0,4,1,"Current evidence on the relations of residential greenness with glucose homeostasis and type 2 diabetes (T2D) remained largely uncertain. Most importantly, no prior studies have investigated whether genetic predisposition modifies the above associations. We leveraged data from the UK Biobank prospective cohort study, with participants enrolled between 2006 and 2010. Residential greenness was assessed by using the Normalized Difference Vegetation Index, and the weighting T2D-specific genetic risk score (GRS) was constructed based on previously published genome-wide association studies. Linear regression models and logistic regression models were used to investigate associations of residential greenness with glycated hemoglobin (HbA1c) and T2D prevalence, respectively. Interaction models explored whether genetic predisposition modifies greenness-HbA1c/T2D associations. Among 315,146 individuals (mean [SD] age, 56.59 [8.09] years), each one-unit increase in residential greenness was associated with a 0.87% (95% CI: 0.58%-1.16%) reduction in HbA1c and a 12% decrease in odds of T2D (OR: 0.88, 95% CI: 0.79 to 0.98), respectively. Additionally, interaction analyses further demonstrated that residential greenness and genetic risk had cumulative effects on HbA1c and T2D. Compared with individuals who were exposed to low greenness and had high GRS, participants with low GRS and high greenness had a significant decline in HbA1c (β: 2.96, 95% CI: 3.10 to -2.82, P for interaction = 0.04) and T2D (OR: 0.47, 95% CI: 0.45 to 0.50, P for interaction = 0.09). We add novel evidence that residential greenness has protective effects on glucose metabolism and T2D, and those beneficial effects can be amplified by low genetic risk. Our findings may facilitate the improvement of the living environment and the development of prevention strategies by considering genetic susceptibility to T2D.","",""
0,"Heather Burnside, Monica Parry, Michelle Firestone, Bernice Downey, Basnama Ayed","Exploring the Lived Experience of Self-Management Practices of Indigenous Men, Women, and Two Spirited Individuals Living with Type 2 Diabetes in Canada, the USA, Australia, and New Zealand: A Scoping Review.",2023,"Canadian journal of diabetes","","","",752,"2023-04-11 18:38:36","Journal Article","10.1016/j.jcjd.2023.03.007","2352-3840","",,,,,0,0.00,0,5,1,"Indigenous men, women and two-spirted individuals have been significantly impacted by type 2 diabetes mellitus (T2DM) and its complications. It is believed that T2DM in Indigenous Peoples is a direct result of colonization and the introduction of changes to traditional Indigenous ways of knowing, being and living. The broader question will guide the aim of this scoping review: What is currently known about the lived experience of self-managing diabetes in Indigenous men, women and 2S individuals living with T2DM in Canada, USA, Australia and New Zealand? Specific objectives of this scoping review include 1) to explore the lived experience of self-management practices of Indigenous men, women, and two spirited individuals living with T2DM and 2) to describe how self-management experiences, differ from physical, emotional, mental, and spiritual perspectives. A total of six databases were searched and included Ovid Medline, Embase, PsychINFO, CINAHL, Cochrane, and the Native Health Database. An example of keywords searched included self-management, Indigenous, Type 2 Diabetes Mellitus. A total of 37 articles were included in the synthesis of results and the four quadrants of the Medicine Wheel were used to organize and interpret data. The use of culture within self-management practices was important for Indigenous Peoples. Demographic data was collected for many of the studies including sex and gender characteristics, however only a small number of studies discussed the influence of sex and gender on outcomes. Results inform future Indigenous diabetes education and health care service delivery and future research.","",""
0,"Newly Bagang, Kirti Gupta, Gaaminepreet Singh, Shri Harsha Kanuri, Sidharth Mehan","Protease-activated receptors in kidney diseases: A comprehensive review of pathological roles, therapeutic outcomes and challenges.",2023,"Chemico-biological interactions","","","",753,"2023-04-11 18:38:36","Journal Article","10.1016/j.cbi.2023.110470","1872-7786","",,,110470,,0,0.00,0,5,1,"Studies have demonstrated that protease-activated receptors (PARs) with four subtypes (PAR1-4) are mainly expressed in the renal epithelial, endothelial, and podocyte cells. Some endogenous and urinary proteases, namely thrombin, trypsin, urokinase, and kallikrein released during diseased conditions, are responsible for activating different subtypes of PARs. Each PAR receptor subtype is involved in kidney disease of distinct aetiology. PAR1 and PAR2 have shown differential therapeutic outcomes in rodent models of type-1 and type-2 diabetic kidney diseases due to the distinct etiological basis of each disease type, however such findings need to be confirmed in other diabetic renal injury models. PAR1 and PAR2 blockers have been observed to abolish drug-induced nephrotoxicity in rodents by suppressing tubular inflammation and fibrosis and preventing mitochondrial dysfunction. Notably, PAR2 inhibition improved autophagy and prevented fibrosis, inflammation, and remodeling in the urethral obstruction model. Only the PAR1/4 subtypes have emerged as a therapeutic target for treating experimentally induced nephrotic syndrome, where their respective antibodies attenuated the podocyte apoptosis induced upon thrombin activation. Strikingly PAR2 and PAR4 subtypes involvement has been tested in sepsis-induced acute kidney injury (AKI) and renal ischemia-reperfusion injury models. Thus, more studies are required to delineate the role of other subtypes in the sepsis-AKI model. Evidence suggests that PARs regulate oxidative, inflammatory stress, immune cell activation, fibrosis, autophagic flux, and apoptosis during kidney diseases.","",""
0,"Lauren L Nowak, Emil H Schemitsch","Trends in Outpatient Total Knee Arthroplasty (TKA) from 2012 to 2020.",2023,"The Journal of arthroplasty","","","",754,"2023-04-11 18:38:36","Journal Article","10.1016/j.arth.2023.03.077","1532-8406","",,,,,0,0.00,0,2,1,"Trends over the past decade suggest a steady increase in the proportion of total knee arthroplasty (TKA) performed on an outpatient basis. However, the optimal patient selection criteria for outpatient TKA remain unclear. We aimed to describe longitudinal trends in patients selected for outpatient TKA and identify risk factors for 30-day morbidity following inpatient and outpatient TKA. We identified 379,959 primary TKA patients, 17,170 (4.5%) of whom underwent outpatient surgery from 2012 to 2020 within a large national database. We used regression models to evaluate trends in outpatient TKA, factors associated with undergoing outpatient (vs. inpatient) TKA and 30-day morbidity following outpatient and inpatient TKA. We used Receiver Operating Curves (ROC) to examine cut-off points for continuous risk factors. The proportion of patients undergoing outpatient TKA increased from 0.4% in 2012 to 14.1% in 2020. Younger age, male sex, lower body mass index (BMI), higher hematocrit, and fewer comorbidities were associated with receiving outpatient (vs. inpatient) TKA. Variables associated with 30-day morbidity in the outpatient group included older age, chronic dyspnea, chronic obstructive pulmonary disease (COPD), and higher BMI. ROC curves indicated outpatients aged 68 and older, or with a BMI of 31.4 or higher were more likely to experience 30-day complications. The proportion of patients undergoing outpatient TKA has been increasing since 2012. Older age (≥68 years), a higher BMI (≥31.4), and comorbidities such as chronic dyspnea, COPD, diabetes, and hypertension were associated with an increased odds of 30-day morbidity following outpatient TKA.","",""
0,"S Cerdas Pérez","Menopause and diabetes.",2023,"Climacteric : the journal of the International Menopause Society","","","",755,"2023-04-11 18:38:36","Journal Article","10.1080/13697137.2023.2184252","1473-0804","",,,1,6,0,0.00,0,1,1,"In the last 20 years, the prevalence of type 2 diabetes mellitus (T2DM) has tripled in adults aged 20-79 years, affecting more than 25% of people over 50 years of age and especially women during menopause. After the menopause transition, women gain weight, increasing abdominal fat and decreasing lean body mass, with a significant reduction in energy expenditure. Increased insulin resistance and hyperinsulinism characterize this period, aggravated by an increase in plasma proinflammatory cytokines and free fatty acids, and a state of relative hyperandrogenism. Previous recommendations systematically excluded women with T2DM from menopause hormone therapy (MHT); new evidence confirms that MHT significantly reduces the diagnosis of new-onset T2DM and may be beneficial in terms of glycemic control when used for menopause symptom management in patients with pre-existing T2DM. A comprehensive and individualized approach is considered the first line of management for women during this period, especially in T2DM patients or in women at risk of developing the disease. The objectives of this presentation are to review the etiopathogenic factors involved in the increased incidence of new cases of T2DM during menopause, the impact of menopause on T2DM and the role of MHT.","",""
0,"Aya Bardugo, Cole D Bendor, Ran Shmuel Rotem, Avishai M Tsur, Estela Derazne, Hertzel C Gerstein, Dorit Tzur, Orit Pinhas-Hamiel, Tali Cukierman-Yaffe, Itamar Raz, Moshe Hod, Amir Tirosh, Yael Lebenthal, Arnon Afek, Gabriel Chodick, Gilad Twig","Glucose intolerance in pregnancy and risk of early-onset type 2 diabetes: a population-based cohort study.",2023,"The lancet. Diabetes & endocrinology","","","",756,"2023-04-11 18:38:36","Journal Article","10.1016/S2213-8587(23)00062-1","2213-8595","",,,,,0,0.00,0,16,1,"The risk of type 2 diabetes among women with glucose intolerance during pregnancy that does not meet gestational diabetes criteria requires further investigation. We aimed to explore the associations between various degrees of gestational glucose intolerance and the risk of type 2 diabetes in young adulthood. For this population-based cohort study, the national Israeli conscription database was linked to Maccabi Healthcare Services (MHS), the second-largest state-mandated health provider in Israel. We included 177 241 women who underwent a pre-recruitment evaluation at adolescence (age 16-20 years), 1 year before mandatory military service, and later underwent, from Jan 1, 2001, to Dec 31, 2019, two-step gestational diabetes screening with a 50 g glucose challenge test (GCT) based on a threshold of 140 mg/dL (7·8 mmol/L), followed as needed by a 100 g oral glucose tolerance test (OGTT). Abnormal OGTT values were defined according to the Carpenter-Coustan thresholds: 95 mg/dL (5·3 mmol/L) or higher in the fasting state; 180 mg/dL (10·0 mmol/L) or higher at 1 h; 155 mg/dL (8·6 mmol/L) or higher at 2 h; and 140 mg/dL (7·8 mmol/L) or higher at 3 h. The primary outcome was incident type 2 diabetes in the MHS diabetes registry. Cox proportional hazards models were applied to estimate adjusted hazard ratios (HRs) with 95% CIs for incident type 2 diabetes. During a cumulative follow-up of 1 882 647 person-years, and with a median follow-up of 10·8 (IQR 5·2-16·4) years, 1262 women were diagnosed with type 2 diabetes. Crude incidence rates of type 2 diabetes were 2·6 (95% CI 2·4-2·9) per 10 000 person-years in women with gestational normoglycaemia, 8·9 (7·4-10·6) per 10 000 person-years in women with an abnormal GCT and normal OGTT, 26·1 (22·4-30·1) per 10 000 person-years in women with one abnormal OGTT value (in the fasting state or 1 h, 2 h, or 3 h post-challenge), and 71·9 (66·0-78·3) per 10 000 person-years in women with gestational diabetes. After adjustment for sociodemographic characteristics, adolescent BMI, and age at gestational screening, the risk of type 2 diabetes was higher, compared to the gestational normoglycaemia group, in women with an abnormal GCT and normal OGTT (adjusted hazard ratio [HR] 3·39 [95% CI 2·77-4·16]; p<0·0001), in women with one abnormal OGTT value (9·11 [7·64-10·86]; p<0·0001), and in women with gestational diabetes (24·84 [21·78-28·34]; p<0·0001). The risk of type 2 diabetes was modestly increased in women with isolated elevated fasting glucose (adjusted HR 11·81 [95% CI 8·58-16·25]; p<0·0001), and in women with gestational diabetes and an abnormal fasting glucose (38·02 [32·41-44·61]; p<0·0001). Gestational glucose intolerance, including conditions not meeting gestational diabetes criteria of the two-step strategy, confers a high risk of type 2 diabetes in young adulthood. These conditions should be recognised as risk factors for type 2 diabetes, especially among women with abnormal fasting glucose concentrations during pregnancy. None.","",""
0,"David Simmons, Arianne Sweeting","Defining gestational diabetes: not just about cutoffs.",2023,"The lancet. Diabetes & endocrinology","","","",757,"2023-04-11 18:38:36","Journal Article","10.1016/S2213-8587(23)00092-X","2213-8595","",,,,,0,0.00,0,2,1,"","",""
0,"Giacomo Gastaldi, Barbara Lucchini, Sebastien Thalmann, Stephanie Alder, Markus Laimer, Michael Brändle, Peter Wiesli, Roger Lehmann","Swiss recommendations of the Society for Endocrinology and Diabetes (SGED/SSED) for the treatment of type 2 diabetes mellitus (2023).",2023,"Swiss medical weekly","","","",758,"2023-04-11 18:38:36","Journal Article","10.57187/smw.2023.40060","1424-3997","",153,,40060,,0,0.00,0,8,1,"As a first step, the authors emphasise lifestyle changes (increased physical activity, stopping smoking), blood pressure control, and lowering cholesterol). The initial medical treatment should always be a combination treatment with metformin and a sodium-glucose transporter 2 (SGLT-2) inhibitor or a glucagon-like 1 peptide (GLP-1) receptor agonist. Metformin is given first and up-titrated, followed by SGLT-2 inhibitors or GLP-1 receptor agonists. In persons with type 2 diabetes, if the initial double combination is not sufficient, a triple combination (SGLT-2 inhibitor, GLP-1 receptor agonist, and metformin) is recommended. This triple combination has not been officially tested in cardiovascular outcome trials, but there is more and more real-world experience in Europe and in the USA that proves that the triple combination with metformin, SGLT-2 inhibitor, and GLP-1 receptor agonist is the best treatment to reduce 3-point MACE, total mortality, and heart failure as compared to other combinations. The treatment with sulfonylurea is no longer recommended because of its side effects and higher mortality compared to the modern treatment with SGLT-2 inhibitors and GLP-1 receptor agonists. If the triple combination is not sufficient to reduce the HbA1c to the desired target, insulin treatment is necessary. A quarter of all patients with type 2 diabetes (sometimes misdiagnosed) require insulin treatment. If insulin deficiency is the predominant factor at the outset of type 2 diabetes, the order of medications has to be reversed: insulin first and then cardio-renal protective medications (SGLT-2 inhibitors, GLP-1 receptor agonists).","",""
0,"Takanari Kitazono, Masahiro Kamouchi, Yuji Matsumaru, Toshiaki Shirai, Atsushi Takita, Takeshi Kuroda, Kazumi Kimura","Comparison of Prasugrel and Clopidogrel in Thrombotic Stroke Patients with Risk Factors for Ischemic Stroke Recurrence: An Integrated Analysis of PRASTRO-I, PRASTRO-II, and PRASTRO-III.",2023,"Cerebrovascular diseases (Basel, Switzerland)","","","",759,"2023-04-11 18:38:36","Journal Article","10.1159/000529149","1421-9786","",,,1,10,0,0.00,0,7,1,"Patients with stroke are at a high risk of recurrence, and although they receive antiplatelet therapies such as clopidogrel for secondary prevention of non-cardioembolic stroke, the recurrence rate remains high. Three phase 3 trials (PRASTRO-I/II/III) were conducted to determine the efficacy of prasugrel in preventing recurrent stroke. Here, we performed an integrated analysis of these studies to confirm the generalizability of the PRASTRO-III findings and to supplement the small sample size of the study. Patients from PRASTRO-I, PRASTRO-II, and PRASTRO-III with ischemic stroke (large-artery atherosclerosis or small-artery occlusion) and at least one of the following were included: hypertension, dyslipidemia, diabetes mellitus, chronic kidney disease, or ischemic stroke history. The primary efficacy endpoint was the composite incidence of ischemic stroke, myocardial infarction (MI), and death from other vascular causes in the intention-to-treat population. Bleeding events (life-threatening bleeding, major bleeding, and clinically relevant bleeding) were evaluated as the primary safety endpoint. Cumulative incidences and 95% confidence intervals (CIs) were calculated for the study outcomes using the Kaplan-Meier method. Hazard ratios (HRs) and 95% CIs were calculated using the Cox regression model. The data of 2,184, 274, and 230 patients from PRASTRO-I, PRASTRO-II, and PRASTRO-III, respectively, were analyzed (N = 2,688; prasugrel, N = 1,337; clopidogrel, N = 1,351). Stroke at enrollment was classified as large-artery atherosclerosis in 49.3% of patients and small-artery occlusion in 50.7% of patients. The primary efficacy endpoint composite incidence (prasugrel vs. clopidogrel) was 3.4% versus 4.3% (HR: 0.771, 95% CI: 0.522-1.138). The incidence of each component of the primary efficacy endpoint for prasugrel versus clopidogrel was 3.1% (n = 41) versus 4.1% (n = 55) for ischemic stroke, 0.3% (n = 4) versus 0.2% (n = 3) for MI, and no events of death from other vascular causes. For the primary safety endpoint, bleeding events were reported in 6.0% of patients in the prasugrel group versus 5.5% of patients in the clopidogrel group (HR: 1.074, 95% CI: 0.783-1.473). This integrated analysis supports the findings of PRASTRO-III. Prasugrel is a promising treatment that results in a numerical reduction in the composite incidence of ischemic stroke, MI, and death from other vascular causes in patients with ischemic stroke who are at a high risk of stroke recurrence. No major safety issues were observed for prasugrel.","",""
0,"Jiraporn Sri-On, Kwannapa Thong-On, Thiti Kredarunsooksree, Thitiwan Paksopis, Rasida Ruangsiri","Prevalence and Risk Score for Hypertonic Dehydration Among Community-Dwelling Older Adults: an Analysis of the Bangkok Falls Study.",2023,"Gerontology","","","",760,"2023-04-11 18:38:36","Journal Article","10.1159/000530359","1423-0003","",,,,,0,0.00,0,5,1,"Dehydration is associated with morbidity, and many factors affect dehydration in older adults including age and medication use. This study determined the prevalence of hypertonic dehydration (HD) and factors affecting HD in older adults and developed a risk score (a set of consistent weights that assign a numerical value to each risk factor) which are potentially useful in predicting HD among community-dwelling Thai older adults. Data were obtained from a cohort study of community-dwelling older adults aged ≥60 years in Bangkok, Thailand between October 1, 2019, and September 30, 2021. Current HD was defined as a serum osmolality >300 mOsm/kg. Univariate and multivariate logistic regression analyses were used to identify factors associated with current and impending HD. The risk score for current HD was developed based on the final multiple logistic regression model. A total of 704 participants were included in the final analysis. In this study, 59 (8.4%) participants had current HD and 152 (21.6%) had impending HD. We identified three risk factors for HD in older adults; age ≥ 75 years (adjusted odds ratio (aORs) 2.0, 95% confidence interval [CI]: 1.16-3.46), underlying diabetes mellitus (aORs 3.07, 95%CI: 1.77-5.31) and use of ß-blocker medication (aORs 1.98, 95%CI: 1.04-3.78). The increasing risks of current HD with increasing risk scores were 7.4% for a score of 1, 13.8 % for a score of 2, 19.8% for a score of 3, and 32.8% for a score of 4. One-third of the older adults in this study had current or impending HD. We identified risk factors for HD and created a risk score for HD in one group of community-dwelling older adults. Older adults with risk scores of 1-4 were at 7.4%-32.8% risk for current HD. The clinical utility of this risk score requires further study and external validation.","",""
0,"Siyu Dai, Dingbo Shu, Fanjing Meng, Yajiao Chen, Jianping Wang, Xiaochen Liu, Xiangyue Xiao, Wentong Guo, Feng Chen","Higher risk of sarcopenia in older adults with type 2 diabetes: NHANES 1999-2018.",2023,"Obesity facts","","","",761,"2023-04-11 18:38:36","Journal Article","10.1159/000530241","1662-4033","",,,1,,0,0.00,0,9,1,"Recent studies suggested that sarcopenia may be a significant comorbidity of diabetes mellitus (DM). Nonetheless, studies with nationally representative data are scarce, and the changing trend of sarcopenia prevalence over time is largely unknown. Therefore, we aimed to estimate and compare the prevalence of sarcopenia in diabetic and non-diabetic United States (US) older population, and to explore the potential predictors of sarcopenia as well as the trend of sarcopenia prevalent in the past decades. Data was retrieved from the National Health and Nutrition Examination Survey (NHANES). Sarcopenia and DM were defined according to corresponding diagnosis criteria. Weighted prevalence was calculated and compared between diabetic and non-diabetic participants. The differences among age and ethnicity groups were explored. A total of 6381 US adults (>50 years) were involved. The overall prevalence of sarcopenia was 17.8% for US elders, and the prevalence was higher (27.9% vs. 15.7%) in those with diabetes ones than those without. Stepwise regression revealed that sarcopenia was significantly associated with DM (Adjusted odds ratio=1.37, 95%CI: 1.08-1.22; P<0.05) after controlling for potential confounders including gender, age, ethnicity, educational level, BMI and muscle strengthening activity. A slightly fluctuate but overall increasing trend of sarcopenia prevalence was observed among diabetic elders while no obvious changing trend was observed in their counterparts in recent decades. Diabetic US older adults face significantly higher risk of sarcopenia when compared with their non-diabetic counterparts. Gender, age, ethnicity, educational level and obesity were important influencing factors of sarcopenia development.","",""
0,"Saif Khan, Maryam Karim, Vasu Gupta, Heenam Goel, Rohit Jain","A Comprehensive Review of COVID-19-Associated Endocrine Manifestations.",2023,"Southern medical journal","","","",762,"2023-04-11 18:38:36","Review","10.14423/SMJ.0000000000001542","1541-8243","",116,4,350,354,0,0.00,0,5,1,"Coronavirus disease 2019 (COVID-19) has played a significant part in systematic damage, affecting lives and leading to significant mortality. The endocrine system is one of the systems affected by this pandemic outbreak. The relationship between them has been identified in previous and ongoing research. The mechanism through which severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) can achieve this is similar to that for organs that express angiotensin-converting enzyme 2 receptors, which is the primary binding site of the virus. Endocrine cells widely express angiotensin-converting enzyme 2 receptors and transmembrane serine protease 2, the primary mediators initiating the acute phase of the disease. This review aimed to identify and discuss the endocrine complications of COVID-19. This primary focus is on presenting thyroid disorders or newly diagnosed diabetes mellitus (DM). Thyroid dysfunction with subacute thyroiditis, Graves' disease, and hypothyroidism caused by primary autoimmune thyroiditis has been reported. Pancreatic damage leads to type 1 DM because of the autoimmune nature of the disease and type 2 DM because of postinflammatory insulin resistance. Because follow-up data on COVID-19 on the endocrine glands are limited, long-term investigations are needed to assess specific effects.","",""
0,"Jeyanthini Risikesan, Sara Heebøll, Indumathi Kumarathas, Kristian L Funck, Esben Søndergaard, Rakel F Johansen, Steffen Ringgaard, Lars P Tolbod, Mogens Johannsen, Helle L Kanstrup, Henning Grønbæk, Jan Frystyk, Lars C Gormsen, Søren Nielsen","Exercise increases myocardial free fatty acid oxidation in subjects with metabolic dysfunction-associated fatty liver disease.",2023,"Atherosclerosis","","","",763,"2023-04-11 18:38:36","Journal Article","10.1016/j.atherosclerosis.2023.03.015","1879-1484","",372,,10,18,0,0.00,0,14,1,"Metabolic dysfunction-associated fatty liver disease (MAFLD) is associated with dyslipidemia and may promote cardiac lipotoxicity. Myocardial free fatty acids (FFA) oxidation (MOFFA) is normal in pre-diabetes, but reduced in heart failure. We hypothesized that during exercise MOFFA, very low-density lipoprotein triglycerides (VLDL-TG) secretion, hepatic FFA utilization, and lactate production differ among obese subjects with and without MAFLD. Nine obese subjects with MAFLD and 8 matched subjects without MAFLD (Control) without a history of heart failure and cardiovascular disease were compared before and after 90-min exercise at 50% Peak oxygen consumption. Basal and exercise induced cardiac and hepatic FFA oxidation, uptake and re-esterification and VLDL-TG secretion were measured using [11C]palmitate positron-emission tomography and [1-14C]VLDL-TG. In the heart, increased MOFFA was observed after exercise in MAFLD, whereas MOFFA decreased in Control (basal vs exercise, MAFLD: 4.1 (0.8) vs 4.8 (0.8) μmol·100 ml-1 min-1; Control: 4.9 (1.8) vs 4.0 (1.1); μmol·100 ml-1 min-1, mean (SD), p < 0.048). Hepatic FFA fluxes were significantly lower in MAFLD than Control and increased ≈ two-fold in both groups. VLDL-TG secretion was 50% greater in MAFLD at rest and similarly suppressed during exercise. Plasma lactate increased significantly less in MAFLD than Control during exercise. Using robust tracer-techniques we found that obese subjects with MAFLD do not downregulate MOFFA during exercise compared to Control, possibly due to diminished lactate supply. Hepatic FFA fluxes are significantly lower in MAFLD than Control, but increase similarly with exercise. VLDL-TG export remains greater in MAFLD compared to Control. Basal and post-exercise myocardial and hepatic FFA, VLDL-TG and lactate metabolism is abnormal in subjects with MAFLD compared to Control.","",""
